"URL","Resides"
"https://www.chron.com/entertainment/restaurants-bars/article/houston-bars-restaurants-batanga-lei-low-mongoose-13238524.php","OK"
"https://www.chron.com/life/","OK"
"https://www.chron.com/neighborhood/pearland/news/article/bobcat-spotted-on-home-surveillance-camera-in-13217902.php","OK"
"http://puzzles.chron.com/","N_OK"
"https://www.chron.com/life/food/article/the-story-of-how-luby-s-became-a-texas-staple-12499448.php","OK"
"https://s.hdnux.com/photos/74/43/76/15876022/3/core_promo.jpg","N_OK"
"https://s.hdnux.com/photos/75/51/43/16161017/3/core_package.jpg","N_OK"
"https://www.chron.com/neighborhood/pearland/news/article/pearland-park-and-ride-prepares-for-launch-this-13227118.php","OK"
"https://www.chron.com/cars/article/toyota-corolla-sedan-has-great-styling-a-premium-13230634.php","OK"
"https://www.chron.com/news/nation-world/nation/","OK"
"http://blog.chron.com/careerrescue","N_OK"
"https://www.chron.com/sports/","OK"
"https://www.chron.com/news/houston-texas/article/prison-guards-find-17-million-of-cocaine-in-box-13248211.php","OK"
"https://s.hdnux.com/photos/75/66/70/16215596/3/core_package_small.jpg","N_OK"
"https://www.chron.com/business/real-estate/article/west-u-home-with-full-size-gym-gets-price-cut-13244486.php","OK"
"https://www.chron.com/news/media/florence-aftermath-and-climate-change-1347077.php","OK"
"https://www.houstonchronicle.com/sports/texas-sports-nation/texans/article/mcclain-five-takeaways-from-giants-27-texans-22-13251872.php?utm_campaign=chrontxsn","N_OK"
"https://www.chron.com/business/energy/article/texas-growth-offsets-rig-count-dip-elsewhere-13247918.php","OK"
"https://www.chron.com/entertainment/books/article/best-sellers-sept-23-13248684.php","OK"
"https://twitter.com/houstonchron","N_OK"
